,機關名稱,子目名稱,"('期初轉入數', 106)","('期初轉入數', 107)","('期初轉入數', 108)","('支用數', 106)","('支用數', 107)","('支用數', 108)",106支用率,107支用率,108支用率
58,花蓮縣光復鄉光復國民小學,應付代收款-非政府機關委託補助-財團法人中國財稅金融文教基金會,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
59,花蓮縣光復鄉光復國民小學,應付代收款-非政府機關委託補助-財團法人國家實驗研究院,0.0,7200.0,7200.0,0.0,0.0,0.0,0.0,0.0,0.0
60,花蓮縣光復鄉光復國民小學,應付代收款-非政府機關委託補助-財團法人國泰世華銀行文化慈善基金會,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0
61,花蓮縣光復鄉光復國民小學,應付代收款-非政府機關委託補助-財團法人愛心第二春文教基金會,0.0,0.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0
76,花蓮縣光復鄉光復國民小學,應付代收款－代收代付－校外捐助學校急難求助金,28501.0,28501.0,28501.0,0.0,0.0,0.0,0.0,0.0,0.0
97,花蓮縣光復鄉光復國民小學,應付代收款－非政府機關委託補助,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
108,花蓮縣光復鄉大興國民小學,應付代收款-教育儲蓄專戶-102年度教育儲蓄專戶,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
206,花蓮縣光復鄉大進國民小學,應付代收款-其他-各界贊助,69255.0,96009.0,102009.0,1246.0,0.0,9068.0,0.017991480759511947,0.0,0.08889411718573852
219,花蓮縣光復鄉大進國民小學,應付代收款-教育儲蓄專戶-101年,5565.0,5567.0,5569.0,0.0,0.0,0.0,0.0,0.0,0.0
326,花蓮縣光復鄉太巴塱國民小學,應付代收款-教育儲蓄專戶,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
355,花蓮縣光復鄉太巴塱國民小學,應付代收款-非政府機關委託補助-其他各項補助,98886.0,98886.0,98886.0,0.0,4346.0,0.0,0.0,0.04394959852759744,0.0
367,花蓮縣光復鄉太巴塱國民小學,應付代收款-非政府機關委託補助-鄧云嬌助學金,8800.0,8800.0,8800.0,0.0,0.0,0.0,0.0,0.0,0.0
412,花蓮縣光復鄉西富國民小學,顧問捐贈獎學金專戶,19318.0,19318.0,19318.0,0.0,0.0,0.0,0.0,0.0,0.0
415,花蓮縣卓溪鄉卓楓國民小學,應付代收款--其他-教育發展經費,24624.0,24624.0,24624.0,0.0,0.0,0.0,0.0,0.0,0.0
422,花蓮縣卓溪鄉卓楓國民小學,應付代收款--非政府機關委託補助--卓溪鄉教育會,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0
424,花蓮縣卓溪鄉卓楓國民小學,應付代收款--非政府機關委託補助--花蓮高工第66屆汽修科畢業生,37000.0,37000.0,37000.0,0.0,0.0,0.0,0.0,0.0,0.0
450,花蓮縣卓溪鄉卓楓國民小學,應付代收款-教育儲蓄專戶-101年度教育儲蓄專戶,2009.0,2009.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0
518,花蓮縣卓溪鄉卓樂國民小學,應付代收款-非政府機關委託補助-各界贊助款-合唱團-崇她社,1203.0,1203.0,1203.0,0.0,0.0,0.0,0.0,0.0,0.0
519,花蓮縣卓溪鄉卓樂國民小學,應付代收款-非政府機關委託補助-各界贊助款-合唱團-微笑牙醫,5618.0,5618.0,5618.0,0.0,0.0,0.0,0.0,0.0,0.0
520,花蓮縣卓溪鄉卓樂國民小學,應付代收款-非政府機關委託補助-各界贊助款-婦聯會補助課後照顧學生點心費,20270.0,20270.0,20270.0,0.0,0.0,0.0,0.0,0.0,0.0
522,花蓮縣卓溪鄉卓樂國民小學,應付代收款-非政府機關委託補助-各界贊助款-花蓮晶英獅子會徐懿香贊助學生各項活動,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
524,花蓮縣卓溪鄉卓樂國民小學,應付代收款-非政府機關委託補助-獎(助)學金-大陸崇左市捐贈助學金,18255.0,18255.0,18255.0,0.0,0.0,0.0,0.0,0.0,0.0
525,花蓮縣卓溪鄉卓樂國民小學,應付代收款-非政府機關委託補助-獎(助)學金-文教榮譽基金,19761.0,19761.0,19761.0,0.0,0.0,0.0,0.0,0.0,0.0
546,花蓮縣卓溪鄉卓清國民小學,應付代收款-其他-獎助學金-朝榮文教基金會,18840.0,18840.0,18840.0,0.0,0.0,0.0,0.0,0.0,0.0
613,花蓮縣卓溪鄉卓溪國民小學,應付代收款-其他-退休教師捐贈獎助學金,140068.0,140011.0,150151.0,1200.0,1000.0,11000.0,0.00856726732729817,0.007142295962460092,0.07325958535074692
655,花蓮縣卓溪鄉卓溪國民小學,應付代收款-非政府機關委託補助-捐贈學生運動鞋經費,6297.0,9747.0,9747.0,550.0,0.0,0.0,0.08734317929172622,0.0,0.0
701,花蓮縣卓溪鄉古風國民小學,應付代收款-非政府機關委託補助-各項參賽、訓練及設備經費,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
707,花蓮縣卓溪鄉古風國民小學,應付代收款-非政府機關委託補助-社團法人中華民國新人類把愛傳出去協會-校外教學,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0
736,花蓮縣卓溪鄉太平國民小學,應付代收款-教育儲蓄專戶-教育儲蓄專戶,20020.0,20034.0,20048.0,0.0,0.0,0.0,0.0,0.0,0.0
771,花蓮縣卓溪鄉崙山國民小學,應付代收款-教育儲蓄專戶,4771.0,4774.0,4778.0,0.0,0.0,0.0,0.0,0.0,0.0
857,花蓮縣卓溪鄉立山國民小學,應付代收款-教育儲蓄專戶-教育儲蓄專戶,113.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,花蓮縣吉安鄉化仁國民小學,教育儲蓄專戶(#94527),7697.0,7697.0,7697.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,花蓮縣吉安鄉北昌國民小學,應付代收款-其他-仁愛基金,337840.0,339079.0,313977.0,0.0,28875.0,11300.0,0.0,0.08515714626974835,0.03598989734916889
1179,花蓮縣吉安鄉北昌國民小學,應付代收款-非政府機關委託補助-科學教育贊助款,28375.0,28375.0,28375.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,花蓮縣吉安鄉南華國民小學,應付代收款-其他-楊豐碩先生贊助款-改善教學環境,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,花蓮縣吉安鄉南華國民小學,應付代收款-校友獎助學金專戶-其他,74977.0,71529.0,68580.0,4000.0,3500.0,4000.0,0.053349693906131215,0.04893120272896308,0.058326042578011085
1262,花蓮縣吉安鄉南華國民小學,應付代收款-非政府機關委託補助-邱子真捐款-改善教學環境設施及設備經費,12360.0,12360.0,12360.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,花蓮縣吉安鄉吉安國民小學,應付代收款-其他-定存獎助學金〈柯登祥〉,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,花蓮縣吉安鄉吉安國民小學,應付代收款-其他-定存獎助學金〈楊阿耀〉,90000.0,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,花蓮縣吉安鄉吉安國民小學,應付代收款-其他-定存獎助學金〈陳桂英〉,200000.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0
1299,花蓮縣吉安鄉吉安國民小學,應付代收款-其他-贊助圖書經費,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,花蓮縣吉安鄉吉安國民小學,應付代收款-非政府機關委託補助-聯頤國際藝術暨環境規劃設計股份有限公司,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,花蓮縣吉安鄉太昌國民小學,應付代收款-其他-仁愛基金,66522.0,176818.0,229818.0,1264.0,0.0,0.0,0.019001232674904542,0.0,0.0
1361,花蓮縣吉安鄉太昌國民小學,應付代收款-其他-曾俊君獎助學金本金,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,花蓮縣吉安鄉太昌國民小學,應付代收款-其他-林純佑君獎助學金本金,50000.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,花蓮縣吉安鄉太昌國民小學,應付代收款-其他-游阿丁君獎助學金本金,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,花蓮縣吉安鄉太昌國民小學,應付代收款-教育儲蓄專戶-102年教育儲蓄專戶,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,花蓮縣吉安鄉宜昌國民小學,應付代收款-其他-應用社會回饋資源-仁愛基金,240203.0,240203.0,220203.0,0.0,20000.0,0.0,0.0,0.08326290679133899,0.0
1451,花蓮縣吉安鄉宜昌國民小學,應付代收款-其他-應用社會回饋資源-原住民族合唱嘉年華捐款-直笛隊贊助款,5230.0,5230.0,5230.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,花蓮縣吉安鄉宜昌國民小學,應付代收款-其他-應用社會回饋資源-廣西團蒞校交流贊助款,11071.0,11071.0,11071.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,花蓮縣吉安鄉宜昌國民小學,應付代收款-其他-捐資興學-各社團經費,0.0,3200.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,花蓮縣吉安鄉宜昌國民小學,應付代收款-其他-捐資興學-改善教學環境設備,731.0,954.0,10954.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,花蓮縣吉安鄉宜昌國民小學,應付代收款-其他-沛華沛榮教育基金會助學金,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,花蓮縣吉安鄉宜昌國民小學,應付代收款-教育儲蓄專戶-101年度教育儲蓄專戶,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,花蓮縣吉安鄉稻香國民小學,應付代收款-非政府機關委託補助-羽球訓練隊經費,4935.0,4935.0,4935.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,花蓮縣吉安鄉稻香國民小學,應付代收款-非政府機關委託補助-退休教師捐款基金,300000.0,300000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,花蓮縣吉安鄉稻香國民小學,應付代收款-非政府機關委託補助-黃逢來、陳榮妹捐助金定存,800000.0,800000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,花蓮縣壽豐鄉志學國民小學,應付代收款-其他-捐助學生活動費,0.0,0.0,32800.0,0.0,0.0,0.0,0.0,0.0,0.0
1814,花蓮縣壽豐鄉志學國民小學,應付代收款-其他-捐助熱門音樂社及弱勢學生-小太陽愛心緣,0.0,0.0,61500.0,0.0,0.0,0.0,0.0,0.0,0.0
1816,花蓮縣壽豐鄉志學國民小學,應付代收款-其他-捐助設備購置修繕及環境整理,0.0,0.0,41400.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,花蓮縣壽豐鄉水璉國民小學,應付代收款-其他-何嘉仁獎學金,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,花蓮縣壽豐鄉水璉國民小學,應付代收款-其他-慈濟醫院捐助款,17296.0,17296.0,17296.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,花蓮縣壽豐鄉水璉國民小學,應付代收款-教育儲蓄專戶-教育儲蓄專戶,4073.0,4081.0,4089.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,花蓮縣壽豐鄉豐山國民小學,應付代收款-其他-各界捐款(捐資興學活動費),20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,花蓮縣壽豐鄉豐山國民小學,應付代收款-教育儲蓄專戶-101年度教育儲蓄專戶,6186.0,6190.0,6194.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,花蓮縣壽豐鄉豐裡國民小學,應付代收款-非政府機關委託補助-仁愛基金,65792.0,65792.0,65792.0,0.0,0.0,500.0,0.0,0.0,0.007599708171206226
2178,花蓮縣壽豐鄉豐裡國民小學,應付代收款-非政府機關委託補助-學生早午餐經費,104993.0,104993.0,104993.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,花蓮縣壽豐鄉豐裡國民小學,應付代收款-非政府機關委託補助-富邦馬拉松獎勵金,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,花蓮縣壽豐鄉豐裡國民小學,應付代收款-非政府機關委託補助-山嶺福德廟,0.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,花蓮縣壽豐鄉豐裡國民小學,應付代收款-非政府機關委託補助-教育基金,152086.0,152086.0,152086.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,花蓮縣壽豐鄉豐裡國民小學,應付代收款-非政府機關委託補助-校園維護費,29908.0,63788.0,63788.0,0.0,0.0,0.0,0.0,0.0,0.0
2190,花蓮縣壽豐鄉豐裡國民小學,應付代收款-非政府機關委託補助-隨創班經費,27610.0,27610.0,27610.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,花蓮縣富里鄉學田國民小學,應付代收款-教育儲蓄專戶,25003.0,25021.0,25039.0,0.0,0.0,0.0,0.0,0.0,0.0
2259,花蓮縣富里鄉學田國民小學,應付代收款-教育儲蓄專戶-102年度教育儲蓄專戶,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2293,花蓮縣富里鄉學田國民小學,應付代收款-非政府機關委託補助-?益工程行,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0
2294,花蓮縣富里鄉學田國民小學,應付代收款-非政府機關委託補助-TVBS關懷台灣文教基金會-助學金,96000.0,96000.0,96000.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,花蓮縣富里鄉學田國民小學,應付代收款-非政府機關委託補助-財團法人技專校院入學測驗中心基金會,0.0,130.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,花蓮縣富里鄉學田國民小學,應付代收款-非政府機關委託補助-財團法人沛華沛榮教育基金會,8000.0,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0
2304,花蓮縣富里鄉學田國民小學,應付代收款-非政府機關委託補助-陳先生,1200.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0
2316,花蓮縣富里鄉富里國民小學,應付代收款-其他-各項社團贊助款,262.0,262.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,花蓮縣富里鄉富里國民小學,應付代收款-非政府機關委託補助-仁愛基金,332005.0,319205.0,312205.0,12800.0,7000.0,7000.0,0.03855363624041806,0.02192948105449476,0.022421165580307812
2405,花蓮縣富里鄉富里國民小學,應付代收款-非政府機關委託補助-學生急難救助款,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0
2463,花蓮縣富里鄉明里國民小學,應付代收款-非政府機關委託補助-普陀文教基金會助學金,25000.0,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
2543,花蓮縣富里鄉東竹國民小學,應付代收款-非政府機關委託補助-富里鄉農會,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
2544,花蓮縣富里鄉東竹國民小學,應付代收款-非政府機關委託補助-張政雄先生供教學補充設備及材料支用捐款,2600.0,2600.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0
2629,花蓮縣富里鄉東里國民小學,應付代收款-非政府機關委託補助-山本良一老師捐助,117740.0,117740.0,378240.0,0.0,2400.0,13096.0,0.0,0.020383896721589943,0.03462351945854484
2631,花蓮縣富里鄉東里國民小學,應付代收款-非政府機關委託補助-御皇米推動讀經教育補助,19930.0,19230.0,18880.0,700.0,350.0,290.0,0.035122930255895635,0.018200728029121163,0.015360169491525424
2633,花蓮縣富里鄉東里國民小學,應付代收款-非政府機關委託補助-改善教學環境設施,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
2634,花蓮縣富里鄉東里國民小學,應付代收款-非政府機關委託補助-普陀文教基金,7357.0,12025.0,12025.0,0.0,0.0,0.0,0.0,0.0,0.0
2636,花蓮縣富里鄉東里國民小學,應付代收款-非政府機關委託補助-校友羅紹榮等貧困獎助學金,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,花蓮縣富里鄉東里國民小學,應付代收款-非政府機關委託補助-校園修善捐助款,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
2647,花蓮縣富里鄉東里國民小學,應付代收款-非政府機關委託補助-陳文輝先生獎助金,23000.0,23000.0,23000.0,0.0,0.0,0.0,0.0,0.0,0.0
2676,花蓮縣富里鄉永豐國民小學,應付代收款-其他-鄧哲雲先生獎學金,30000.0,30000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,花蓮縣富里鄉永豐國民小學,應付代收款-其他-鄧哲雲先生獎學金利息收入,1147.0,1381.0,1606.0,0.0,0.0,0.0,0.0,0.0,0.0
2678,花蓮縣富里鄉永豐國民小學,應付代收款-其他-陳世昌先生捐贈教學設備費,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0
2690,花蓮縣富里鄉永豐國民小學,應付代收款-學生繳費-畢業班校外教學,403.0,403.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0
2729,花蓮縣富里鄉永豐國民小學,應付代收款-非政府機關委託補助-兒福聯盟弱勢兒童補助,12596.0,12596.0,12596.0,0.0,0.0,0.0,0.0,0.0,0.0
2731,花蓮縣富里鄉永豐國民小學,應付代收款-非政府機關委託補助-入學測驗中心基金會,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
2734,花蓮縣富里鄉永豐國民小學,應付代收款-非政府機關委託補助-山嶺福德廟管理委員會捐贈-對外比賽經費,685.0,685.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0
2735,花蓮縣富里鄉永豐國民小學,應付代收款-非政府機關委託補助-扶輪社閱讀,1890.0,1890.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0
2738,花蓮縣富里鄉永豐國民小學,應付代收款-非政府機關委託補助-財團法人張榮發基金會,1800.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0
2763,花蓮縣富里鄉萬寧國民小學,應付代收款-非政府機關委託補助-退休師長捐贈獎助學金,211263.0,208263.0,194745.0,3000.0,13518.0,6748.0,0.014200309566748556,0.06490831304648449,0.034650440319392024
3086,花蓮縣新城鄉北埔國民小學,應付代收款-代收代付-仁愛基金,721030.0,721030.0,709760.0,0.0,14620.0,0.0,0.0,0.02027654882598505,0.0
3254,花蓮縣新城鄉嘉里國民小學,應付代收款-非政府機關委託補助-扶輪社捐助,1000.0,1000.0,21000.0,0.0,0.0,1000.0,0.0,0.0,0.047619047619047616
3260,花蓮縣新城鄉嘉里國民小學,應付代收款-非政府機關委託補助-財團法人技專校院入學測驗中心基金會,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
3261,花蓮縣新城鄉嘉里國民小學,應付代收款-非政府機關委託補助-貧困生助學金,54274.0,54274.0,54274.0,0.0,0.0,0.0,0.0,0.0,0.0
3274,花蓮縣新城鄉康樂國民小學,應付代收款-代收代付-畢業旅行費用,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
3419,花蓮縣玉里鎮三民國民小學,應付代收款-其他-校友捐贈畢業典禮禮金,256117.0,252517.0,248917.0,3600.0,3600.0,2400.0,0.014056075934045767,0.014256465901305655,0.009641768139580663
3425,花蓮縣玉里鎮三民國民小學,應付代收款-其他政府機關委託補助-員生消費合作社聯合社獎學金,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
3464,花蓮縣玉里鎮三民國民小學,應付代收款-非政府機關委託補助-台灣向心橋慈善會,19100.0,19100.0,19100.0,0.0,0.0,0.0,0.0,0.0,0.0
3497,花蓮縣玉里鎮中城國民小學,應付代收款-教育儲蓄專戶-101年度教育儲蓄專戶,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
3534,花蓮縣玉里鎮中城國民小學,應付代收款-非政府機關委託補助-捐贈一起來閱讀作文比賽經費,390.0,390.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0
3537,花蓮縣玉里鎮中城國民小學,應付代收款-非政府機關委託補助-林妙儀捐贈獎助學金,5914.0,5914.0,5914.0,0.0,0.0,0.0,0.0,0.0,0.0
3677,花蓮縣玉里鎮春日國民小學,應付代收款-其他-捐助獎助學金,25000.0,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
3696,花蓮縣玉里鎮春日國民小學,應付代收款-教育儲蓄專戶(9466-1)-101年度教育儲蓄專戶,1013.0,1013.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0
3742,花蓮縣玉里鎮春日國民小學,應付代收款-非政府機關委託補助-世界展望會,39000.0,39000.0,39000.0,0.0,0.0,0.0,0.0,0.0,0.0
3743,花蓮縣玉里鎮春日國民小學,應付代收款-非政府機關委託補助-中國人壽保險股份有限公司,37400.0,37400.0,37400.0,0.0,0.0,0.0,0.0,0.0,0.0
3745,花蓮縣玉里鎮春日國民小學,應付代收款-非政府機關委託補助-愛基會,15000.0,21000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0
3746,花蓮縣玉里鎮春日國民小學,應付代收款-非政府機關委託補助-李聰任-捐助閱讀活動經費,1672.0,1672.0,1672.0,0.0,0.0,0.0,0.0,0.0,0.0
3749,花蓮縣玉里鎮松浦國民小學,付代收款-非政府機關委託補助-中華民國田徑協會-全國競走錦標賽獎金,9000.0,9000.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0
3828,花蓮縣玉里鎮松浦國民小學,應付代收款-非政府機關委託補助-圓頤網捐贈款,8275.0,8275.0,8275.0,0.0,0.0,0.0,0.0,0.0,0.0
3831,花蓮縣玉里鎮松浦國民小學,應付代收款-非政府機關委託補助-安和扶輪社2013獎助學金,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
3832,花蓮縣玉里鎮松浦國民小學,應付代收款-非政府機關委託補助-愛基會,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
3834,花蓮縣玉里鎮松浦國民小學,應付代收款-非政府機關委託補助-提拉米蘇,18700.0,18700.0,18700.0,0.0,0.0,0.0,0.0,0.0,0.0
3835,花蓮縣玉里鎮松浦國民小學,應付代收款-非政府機關委託補助-東元科技,265.0,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0
3838,花蓮縣玉里鎮松浦國民小學,應付代收款-非政府機關委託補助-獎助學金,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
3842,花蓮縣玉里鎮松浦國民小學,應付代收款-非政府機關委託補助-蕭銀財等3人獎學金,41549.0,41549.0,43541.0,0.0,0.0,0.0,0.0,0.0,0.0
3843,花蓮縣玉里鎮松浦國民小學,應付代收款-非政府機關委託補助-蕭銀財等3人獎學金定存,116983.0,116983.0,116983.0,0.0,0.0,0.0,0.0,0.0,0.0
3845,花蓮縣玉里鎮松浦國民小學,應付代收款-非政府機關委託補助-財團法人永龍文教基金會-圖書購置費,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0
3846,花蓮縣玉里鎮松浦國民小學,應付代收款-非政府機關委託補助-財團法人沛華沛榮教育基金會,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0
3847,花蓮縣玉里鎮松浦國民小學,應付代收款-非政府機關委託補助-贊助松浦國小校際交流參訪旅費,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0
3877,花蓮縣玉里鎮樂合國民小學,應付代收款-其他-捐助費-學用簿本費,420.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0
3878,花蓮縣玉里鎮樂合國民小學,應付代收款-其他-捐助費-水費,745.0,0.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0
3894,花蓮縣玉里鎮樂合國民小學,應付代收款-教育儲蓄專戶-利息收入,4.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0
3936,花蓮縣玉里鎮源城國民小學,應付代收款-其他-教育發展基金,1750.0,1750.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0
3976,花蓮縣玉里鎮源城國民小學,應付代收款-非政府機關委託補助-觀世音慈心會,571.0,571.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0
3978,花蓮縣玉里鎮源城國民小學,應付代收款-非政府機關委託補助-運動會禮金,81920.0,81920.0,81920.0,0.0,0.0,0.0,0.0,0.0,0.0
3983,花蓮縣玉里鎮玉里國民小學,應付代收款-代收代付-各項獎助學金,95180.0,95180.0,95180.0,0.0,0.0,0.0,0.0,0.0,0.0
3987,花蓮縣玉里鎮玉里國民小學,應付代收款-其他-仁愛基金,137694.0,126694.0,118564.0,11000.0,10000.0,3000.0,0.07988728630150914,0.07893033608537105,0.025302790054316657
3990,花蓮縣玉里鎮玉里國民小學,應付代收款-其他-各界捐助助學金,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
4036,花蓮縣玉里鎮玉里國民小學,應付代收款-定期存款單-各界捐款獎學金,1200000.0,1200000.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0
4073,花蓮縣玉里鎮玉里國民小學,應付代收款-非政府機關委託補助-蔡國富捐清寒獎學金,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
4098,花蓮縣玉里鎮觀音國民小學,應付代收款-教育儲蓄專戶-教育儲蓄專戶,9028.0,9034.0,9040.0,0.0,0.0,0.0,0.0,0.0,0.0
4123,花蓮縣玉里鎮觀音國民小學,應付代收款-非政府機關委託補助-其他助學金,24951.0,24951.0,24951.0,0.0,0.0,0.0,0.0,0.0,0.0
4124,花蓮縣玉里鎮觀音國民小學,應付代收款-非政府機關委託補助-吳寶田-校務發展基金,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
4125,花蓮縣玉里鎮觀音國民小學,應付代收款-非政府機關委託補助-國際獅子會300A1區第9專區捐助款,30000.0,30000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0
4126,花蓮縣玉里鎮觀音國民小學,應付代收款-非政府機關委託補助-愛基會行政費暨其他,10125.0,10125.0,10125.0,0.0,0.0,0.0,0.0,0.0,0.0
4127,花蓮縣玉里鎮觀音國民小學,應付代收款-非政府機關委託補助-推動校務發展,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
4128,花蓮縣玉里鎮觀音國民小學,應付代收款-非政府機關委託補助-松綺股份有限公司-校務發展基金,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
4129,花蓮縣玉里鎮觀音國民小學,應付代收款-非政府機關委託補助-楊滄郎捐助款,76000.0,76000.0,76000.0,0.0,0.0,0.0,0.0,0.0,0.0
4130,花蓮縣玉里鎮觀音國民小學,應付代收款-非政府機關委託補助-清寒優秀獎學金,34001.0,34001.0,34001.0,0.0,0.0,0.0,0.0,0.0,0.0
4131,花蓮縣玉里鎮觀音國民小學,應付代收款-非政府機關委託補助-社區家長捐助款,935.0,935.0,935.0,0.0,0.0,0.0,0.0,0.0,0.0
4133,花蓮縣玉里鎮觀音國民小學,應付代收款-非政府機關委託補助-觀音社區發展協會贊助款,5046.0,5046.0,5046.0,0.0,0.0,0.0,0.0,0.0,0.0
4134,花蓮縣玉里鎮觀音國民小學,應付代收款-非政府機關委託補助-課業輔導費,11150.0,11150.0,11150.0,0.0,0.0,0.0,0.0,0.0,0.0
4135,花蓮縣玉里鎮觀音國民小學,應付代收款-非政府機關委託補助-課輔夜點費,20662.0,20662.0,20662.0,0.0,0.0,0.0,0.0,0.0,0.0
4137,花蓮縣玉里鎮觀音國民小學,應付代收款-非政府機關委託補助-財團法人愛心第二春文教基金會-夜課輔行政費,2625.0,2625.0,2625.0,0.0,0.0,0.0,0.0,0.0,0.0
